episode,theta_A,theta_B,phi_A,phi_B,critic_lr_scale,episode_cost,terminal_mean,terminal_var
15,0.5597304580084221,0.0060484971301118795,0.5000469330024968,2.8670021947830984e-06,0.9846666747497136,0.2900415956319081,0.18657259820671798,0.10852844428538427
16,0.5642989154300097,0.00701831949017624,0.5000531806334994,3.7363453724381604e-06,0.9846666747497136,0.2993790505513713,0.14743745911190212,0.10047976990889712
17,0.5679186269114567,0.00800839288615595,0.5000625895319051,5.417262071098874e-06,0.9846666747497136,0.2860225528624638,0.14061246813546316,0.08781915180739576
18,0.5714821925302354,0.008611152367237173,0.5000690775532697,6.0466414069048805e-06,0.9846666747497136,0.2742726378018989,0.17220213947394908,0.0944193093851045
19,0.5744793196357768,0.009720877269926998,0.5000795560486837,8.204377019151382e-06,1.0069662241283945,0.27965723329204717,-0.2034779908887307,0.10341685256934077
20,0.5770089046778695,0.009926995872559649,0.5000864560277816,8.34042463770352e-06,1.0069662241283945,0.2834478078099915,0.22347583244561695,0.102798333924565
21,0.5820853443502271,0.010714193203590077,0.5001002995294497,9.659149825528039e-06,1.0069662241283945,0.3404571248750668,-0.20568787362129684,0.12773926750680337
22,0.5860413133473428,0.012099999390913881,0.5001101266138194,1.186915196992536e-05,1.0069662241283945,0.32546306476417936,0.2544364212620714,0.08949133723150383
23,0.5895866691910717,0.012492644346732418,0.5001228822535416,1.2610924122511138e-05,1.0125892426156338,0.28144086090291026,-0.014459265961402137,0.10176475705873682
24,0.5922270813564654,0.012418324256744991,0.5001311951431723,1.2674580053682406e-05,1.0125892426156338,0.26947004171329314,-0.12047871902991025,0.09399342962315174
25,0.594745554349934,0.01241780459546553,0.500144264782954,1.2980591365507642e-05,1.0125892426156338,0.2694500333699914,0.03986263947034865,0.09260406179504266
26,0.5976870278269554,0.01247743629115429,0.5001542449823139,1.3307650797855222e-05,1.0125892426156338,0.2938594904299204,0.020156312055652725,0.10517615694125598
27,0.6015668167796592,0.012588709594179666,0.5001704970692483,1.3766288754885105e-05,1.0259111864304276,0.30734330391399434,0.06615015952484372,0.09830958717090718
28,0.6045082519508145,0.012702763076645522,0.5001796559220542,1.3912682683701357e-05,1.0259111864304276,0.2592164396753919,-0.2222833694281951,0.10442788251704731
29,0.6073121925148294,0.012863841912535414,0.5001925478138631,1.4511730237524646e-05,1.0259111864304276,0.23298161074013976,-0.23464112333736736,0.09799026545542736
30,0.6097363454929324,0.01285666411028955,0.5002030951351543,1.4577047970583436e-05,1.0259111864304276,0.276480682905577,-0.16158488264172832,0.10143605364101091
31,0.6133199905208002,0.01289633387560338,0.5002214740883888,1.4938262333757753e-05,0.9573180289665619,0.3117544352613404,0.08842386910896596,0.11435440670161742
32,0.6155095131935638,0.012901650460864795,0.5002320122755297,1.5109036480033423e-05,0.9573180289665619,0.26094522151435084,-0.03870599895332853,0.10097199326972238
33,0.6195076255078078,0.01372413697850325,0.5002530532540791,1.7572772459370144e-05,0.9573180289665619,0.33629328185719004,0.16221071715342422,0.10237006571465361
34,0.6233383990729219,0.013711302968684055,0.5002665776566058,1.783163408576924e-05,0.9573180289665619,0.30757301344436544,-0.04071150696191648,0.10904923573041997
35,0.6264880743594307,0.014402922035576783,0.5002868446626602,2.062260946466024e-05,1.0274445786724744,0.3049814926025616,0.2631316259228116,0.09861732964827528
36,0.6302816966160274,0.014419638786568732,0.5003014997092438,2.0728094668699433e-05,1.0274445786724744,0.31549366794577605,-0.03275963751931845,0.12234284825101138
37,0.6343116353724304,0.014775049345887215,0.500324767500414,2.20702717106222e-05,1.0274445786724744,0.32089574603290966,-0.02210434523897415,0.11367995204023773
38,0.6374641530799923,0.014919488455622756,0.5003383152590901,2.2574703420780812e-05,1.0274445786724744,0.2823767212430547,-0.18947317744759626,0.09534112695910249
39,0.64119035228825,0.015084587783617244,0.5003633504350105,2.336059914723184e-05,1.0004645521531481,0.3307296317442541,-0.18522940963684043,0.10399724280208739
40,0.6441682590387163,0.015411641084957644,0.5003791252612866,2.446569969957305e-05,1.0004645521531481,0.30659106037542305,-0.1614802460655818,0.10447841348949413
41,0.6461730776858429,0.01550087107664883,0.5003974845604424,2.521499801496441e-05,1.0004645521531481,0.2348888422892642,-0.2365785346032763,0.08376238511558431
42,0.6491384973823768,0.015513340160688258,0.5004140899615468,2.5500957836202856e-05,1.0004645521531481,0.30759796148226076,-0.07089874912846439,0.10987964815549699
43,0.6541536200562771,0.016526339530170363,0.5004423205724889,2.859378034453442e-05,0.9832011930692351,0.34120633514751497,0.18403975278693885,0.10805024805199516
44,0.6598351971165611,0.017376564143178803,0.5004648638787508,3.0259781080654375e-05,0.9832011930692351,0.38598480924397816,0.21308361445344823,0.12205816170781368
45,0.6615802016579311,0.01747117017818945,0.500483223795457,3.095704356756609e-05,0.9832011930692351,0.21130254561955752,0.007339332122430906,0.079007484104958
46,0.6658724975985097,0.018010512573445527,0.500503412870873,3.2536663503710655e-05,0.9832011930692351,0.3312712212136344,-0.034661840832573634,0.12763998977485225
47,0.6692509902801953,0.01826848095453494,0.5005304229899079,3.435218085521057e-05,0.9984382357504857,0.2967194844716963,-0.11335704991076127,0.10480733456966311
48,0.6717195821807215,0.01823231781833412,0.5005468677253399,3.443540774992141e-05,0.9984382357504857,0.26992777386542355,-0.14113567867045726,0.11515660623809172
49,0.674126997344293,0.018164652282697955,0.5005732562920145,3.51960029122184e-05,0.9984382357504857,0.28057267430822536,-0.15343888309480774,0.10419786943373067
50,0.6784427694252654,0.018930004282251722,0.5005924312370765,3.662115963786705e-05,0.9984382357504857,0.3007286151561746,-0.2678674272705013,0.10545919522446098
51,0.6810101646111836,0.018934312078475995,0.5006218691712381,3.735111407342805e-05,0.9915350722856724,0.2963944585624677,0.059432550068883254,0.1064231443290992
52,0.6836508026906618,0.019086834756813054,0.5006405604130398,3.8061199682226964e-05,0.9915350722856724,0.28158398087608194,-0.14300958440497344,0.09333533046585123
53,0.6879004326589643,0.019833365817558322,0.5006747228682014,4.073834071386521e-05,0.9915350722856724,0.3337799038969111,0.26238729802274885,0.11463640104139451
54,0.6897630816536793,0.019847748461215082,0.5006924458935488,4.1675088809887426e-05,0.9915350722856724,0.25336159227904875,-0.10362693074111311,0.09467301288835571
55,0.6937702358716442,0.020292147326187275,0.5007279768371629,4.3758855524176984e-05,0.9306706603587657,0.3366236162006722,-0.2195907988973576,0.12219453866170209
56,0.6979258308866032,0.02246574067277862,0.5007521189865289,4.932207791907896e-05,0.9306706603587657,0.3421403602158052,0.38760219205992785,0.0966466998901954
57,0.7009793135400024,0.02304707688072088,0.5007876096624253,5.2253205898145494e-05,0.9306706603587657,0.3218658093337929,0.30133372129547875,0.0938327474419848
58,0.7033053068027382,0.02305572359696002,0.50080829540428,5.258354521743129e-05,0.9306706603587657,0.2768567420282739,0.06688666533238372,0.10074375000238614
59,0.7060756163410492,0.02321203371147289,0.5008396517865232,5.366648863280792e-05,0.9966846258418719,0.28004414679992284,-0.07103679556396504,0.106594482342309
60,0.7087765718187405,0.02309825451304145,0.5008634964730946,5.385411478338643e-05,0.9966846258418719,0.3130101740618492,-0.1522654259124503,0.10529243634306605
61,0.7108387582177061,0.02314240515654016,0.5008970163658254,5.44551459313472e-05,0.9966846258418719,0.28719922834166467,0.08358875157911286,0.10333209960692084
62,0.7123203580549304,0.0231318113166762,0.5009156087683004,5.515761154177794e-05,0.9966846258418719,0.23828976669817212,0.05254058492083092,0.10114128537717004
63,0.714906239379223,0.023071696008133302,0.5009507848857883,5.628025705858673e-05,1.044185892656371,0.29817355850843363,0.05674858917070769,0.0965712151271764
64,0.7173392823925185,0.022937677376944993,0.5009729099904835,5.659266423623387e-05,1.044185892656371,0.27701356775335345,-0.10197255331434618,0.1074673750596261
65,0.7211493157458916,0.022782857841045914,0.5010158632441931,5.662535997625003e-05,1.044185892656371,0.3522677440545358,0.03929551773648709,0.12512570531870645
66,0.7231569540750638,0.0228249212063489,0.5010397480000589,5.73861616833877e-05,1.044185892656371,0.28663889565686596,-0.01871172765200923,0.0975428389290964
67,0.7253247312288892,0.02274122921398114,0.5010713698236695,5.79126313355409e-05,0.996602699729312,0.25728384759432427,-0.03348750179839951,0.10605821104051688
68,0.7301262180928095,0.02385051224292629,0.5010974252729231,6.090483214367028e-05,0.996602699729312,0.3216652225388259,0.3438779120175579,0.09273279560989729
69,0.7323495919332198,0.0237454177470285,0.5011319580338842,6.088935782654418e-05,0.996602699729312,0.2704987999127041,0.04615874494383533,0.1133159179549839
70,0.7361611612085326,0.0251026572335732,0.5011615926162618,6.535243366803821e-05,0.996602699729312,0.33888417689637085,0.2376358474111987,0.11357977527347789
71,0.7380649528799567,0.025064147978115132,0.5011959720918359,6.602973789635822e-05,0.9989883992887253,0.2599501437396356,0.04050049991322236,0.10556483322439458
72,0.7400808702621335,0.025046070664064266,0.5012186946841594,6.635101706665984e-05,0.9989883992887253,0.2578027494656897,0.12572297522055537,0.10446445931460342
73,0.7418310765734198,0.024972680784419814,0.5012543863687223,6.663481396061074e-05,0.9989883992887253,0.2663541449571031,0.1235011505359254,0.10976252618093411
74,0.7443982724092728,0.024885621190359045,0.501283773922689,6.743758270157849e-05,0.9989883992887253,0.32322509864325744,0.1087252548293158,0.11574020558033603
75,0.7484217991804731,0.02599537546990724,0.5013252261276065,7.362074834109468e-05,1.0499790063024277,0.3072117787621145,-0.06870437183250583,0.09505720069760827
76,0.7499748399081987,0.025832799296321558,0.5013506085720928,7.402224580004483e-05,1.0499790063024277,0.2743639586597958,0.14537862743291996,0.10010177201921687
77,0.7518693144984422,0.02582292411101394,0.5013853327037675,7.47382935811844e-05,1.0499790063024277,0.24953642794918446,0.04584445855215895,0.0890899591752417
78,0.7557952939509209,0.026572575662088573,0.5014159670500994,7.809033984198448e-05,1.0499790063024277,0.3217693811624411,-0.13385529958622908,0.10743750609868798
79,0.7577292842414749,0.026418061211817962,0.5014523598420506,7.833957332149503e-05,1.0349050322331592,0.2570625453632601,-0.014634033475674865,0.09750003013179703
80,0.76083556595306,0.026446502024710283,0.5014804177018979,8.002563843170607e-05,1.0349050322331592,0.28901573329167796,-0.052873928007529436,0.10577068349119706
81,0.7630774068165006,0.026653993986411974,0.5015215948136805,8.20404410456851e-05,1.0349050322331592,0.2812074974583151,-0.29610274242509205,0.10332217452719793
82,0.7652721369220271,0.026452406978725383,0.5015500498371575,8.209972294919797e-05,1.0349050322331592,0.28797620376678396,-0.03158353312430708,0.10752784903040766
83,0.7688030970124575,0.026634131811126473,0.501597065464861,8.379714746498744e-05,0.9252690947336724,0.3120976019375533,0.00291559726717484,0.12296581377166917
84,0.7702753759632791,0.026595675334766603,0.501624406854993,8.432812201205773e-05,0.9252690947336724,0.27132407304149075,-0.05045451779995844,0.10233349540226021
85,0.772203283912157,0.02658730671680245,0.5016681453970098,8.523211319629203e-05,0.9252690947336724,0.28562444401829296,-0.02231067325753421,0.10221507259442088
86,0.774039095232112,0.02654700136949651,0.5016990954643521,8.597399656448466e-05,0.9252690947336724,0.3019120393100031,-0.11986401490376547,0.10975489612539131
87,0.7756996669833087,0.026780223115865167,0.5017402505932778,8.808488588671229e-05,1.0124619331998228,0.2668297680570665,0.2893586539023709,0.10257798052604158
88,0.7780998019620362,0.026918380321435023,0.5017723335541979,8.95913662778716e-05,1.0124619331998228,0.30964589301397694,-0.05751862966489568,0.1121544285001065
89,0.7797332529295985,0.026980348439246,0.5018160291896249,9.096471019480869e-05,1.0124619331998228,0.28002218935090406,-0.03012635256450026,0.098665628227242
90,0.7815622277638211,0.027167304871891895,0.5018425923192795,9.176916232881004e-05,1.0124619331998228,0.2547013020961744,0.23707009708426643,0.09427160070489025
91,0.7835463747461171,0.027255046155764594,0.5018840327738963,9.291403474936068e-05,1.0306317062707628,0.26268236695297825,-0.039778471278681844,0.09872608379632719
92,0.7860296102452524,0.028187505382983872,0.5019131356795776,9.64507109582149e-05,1.0306317062707628,0.2857403358127439,0.31129532713307817,0.08451258987355324
93,0.7875550419163139,0.02809349658051314,0.5019564917276903,9.70991729279577e-05,1.0306317062707628,0.26927936972345595,0.021089875743341143,0.09324013018265298
94,0.7907188263442776,0.028666011640266803,0.5019918662086313,9.996679357171973e-05,1.0306317062707628,0.329777209570163,-0.19980978121129198,0.12702272991339741
95,0.7926882603477764,0.028769617251506494,0.5020384143265664,0.00010202139951921531,0.9943040906898927,0.2866866300807792,0.08764729789484807,0.10612478399143128
96,0.7949406308842881,0.02879430290135348,0.5020711800707496,0.00010363842356974022,0.9943040906898927,0.29865260153205786,0.04714960735791911,0.11324718002311908
97,0.7964761786116776,0.028897146606394888,0.5021135114337458,0.00010483237164768092,0.9943040906898927,0.2565464943376813,-0.15328412188690185,0.10498368878000025
98,0.7990021742554146,0.02900885848922717,0.5021497310732705,0.00010624629983086403,0.9943040906898927,0.32001138371601506,-0.09712721002314081,0.10164109736225485
99,0.8028127364135651,0.02937975782994218,0.5022032225192793,0.00010852364163342025,0.9882656894226433,0.31563498911037496,0.22754938988572093,0.10753198521791202
100,0.8052659269781597,0.029556251616820663,0.5022347711212545,0.00010938969770873804,0.9882656894226433,0.2818907510925225,0.14716988691135388,0.11316141824606717
101,0.807266595394003,0.029842901139786857,0.5022803117185309,0.00011318078395496998,0.9882656894226433,0.2661332206734073,0.07359660625024775,0.09966763568455572
102,0.8108578009810037,0.0305283273118223,0.5023145749422004,0.00011590998755218519,0.9882656894226433,0.3017573042838015,0.17980908659619937,0.1022712093280197
103,0.8124898029264324,0.03043359314842227,0.5023611116529739,0.00011657370999538911,0.9730571266387803,0.26562118496219106,-0.07013225686710467,0.11116574107947944
104,0.814502445566464,0.030603718738331395,0.5023955311465943,0.00011823199042529114,0.9730571266387803,0.29082870032125485,0.059850346098317575,0.10293868689578323
105,0.8167106041560943,0.030800359731355614,0.502449510708774,0.00012111994721174283,0.9730571266387803,0.3082205126795143,0.10132114360143969,0.11816744251977201
106,0.8190614549548817,0.031187708423191005,0.5024890059517192,0.00012223689475937934,0.9730571266387803,0.34476745560165534,0.2411623150243501,0.12491224206383597
107,0.8213713342769392,0.031051686687679218,0.5025449791507087,0.0001227328185193292,0.9436144624711592,0.31149002215309773,0.027802523117435723,0.11875639609458942
108,0.8225919905651037,0.030992005543530363,0.5025742968932069,0.00012328742261412062,0.9436144624711592,0.24416365612862895,-0.10304621358204585,0.1041237339448845
109,0.8241974564785739,0.031169271392131048,0.5026236760465094,0.00012741109187891695,0.9436144624711592,0.2736676588833262,-0.17979126611989002,0.09360903672320685
110,0.8276673499654768,0.0321957308787979,0.5026636378832241,0.00013360636591522445,0.9436144624711592,0.32370356791051536,0.24109537384598187,0.09320966764492511
111,0.8298848420360057,0.03234127228005683,0.5027122444927905,0.00013603410871609924,0.9770765598125971,0.26500285208301905,0.19677388376486615,0.11095428346504509
112,0.8318335818000752,0.032693393861364974,0.5027491960959894,0.00013845894888755495,0.9770765598125971,0.2997218212058868,0.2464508817804124,0.10231554623820756
113,0.8338183806831583,0.03263022978036037,0.5027991223503473,0.00013979298616321266,0.9770765598125971,0.2662087061316406,0.06484524137281335,0.0986765634047153
114,0.8358933367908272,0.0326607177522727,0.5028335954220117,0.00014073795864113996,0.9770765598125971,0.2752644484812558,0.10827276102545635,0.1025239387402049
115,0.8382776216389556,0.032704702886767634,0.5028925775088732,0.0001437084098301493,1.046895686349859,0.3090271652717305,0.10628312964142322,0.09633984982986721
116,0.8403163493704481,0.032690751217536944,0.5029296728077343,0.00014406431245713634,1.046895686349859,0.2957778175848022,-0.1457331295153675,0.12342493510518175
117,0.8435002216491332,0.032961307079818834,0.5029882974680706,0.00014699517921713137,1.046895686349859,0.30696854751157315,0.009636902499513973,0.11295245437714005
118,0.8461061219801503,0.032984867528336605,0.50302899224347,0.0001477863951994907,1.046895686349859,0.3132656884827933,-0.02956692475103398,0.09915372014273373
119,0.8480203988390588,0.03347017728635849,0.5030867040693904,0.00015219627292361115,1.0264403651536078,0.2950899395316503,0.09761345975255553,0.10004010942313578
120,0.8499342895658585,0.033625347512227795,0.5031234489103743,0.00015528569455294648,1.0264403651536078,0.2788956034903928,0.02665072143527128,0.11151465122753587
121,0.8519745037267441,0.03389231809963276,0.5031736638258938,0.0001580015516437069,1.0264403651536078,0.2548364513273479,0.25586450873046124,0.10676282282140309
122,0.854432593171862,0.03404719060792926,0.5032166138813714,0.00015947623299216045,1.0264403651536078,0.321506318296353,-0.16482431523147564,0.10884704318417641
123,0.8578884055241863,0.03515126619637639,0.5032855977275343,0.00016948023871194576,1.040623279174652,0.34949395647279263,0.15085385008059404,0.09707893736036272
124,0.8600974289948023,0.03510183616033734,0.5033249032080649,0.00017002637866397828,1.040623279174652,0.2926052088797863,-0.07952929112378379,0.12103673096460657
125,0.8617119615675769,0.03488723737533786,0.5033810428574239,0.00017033072782537717,1.040623279174652,0.2779537753589832,0.0552180466541881,0.11814411385466725
126,0.8642538303860756,0.03539164446418101,0.5034250685145943,0.0001754392758329864,1.040623279174652,0.32008054307707184,-0.12890443175898514,0.1042154712353362
127,0.8658579663163238,0.035404340164373056,0.5034849428856811,0.00017724208966775088,1.043107097204952,0.28923344935013323,-0.09319190842339647,0.0963600805842891
128,0.8679578084477184,0.03591029833340579,0.5035235148471162,0.000181629090217792,1.043107097204952,0.27697464411022094,-0.13476891123251533,0.10466667368475628
129,0.8698254085616233,0.03574368774799151,0.5035842165243789,0.00018310765081384705,1.043107097204952,0.29085683018465247,0.0008886372546303944,0.10845090871124637
130,0.8719517114546734,0.03584303603432299,0.5036267077579784,0.00018392115756357937,1.043107097204952,0.31232401432102835,0.26995478324410965,0.1079195928353034
131,0.8739810923664261,0.035767949796235265,0.5036911641100321,0.0001843466946693339,0.9512142570198627,0.30823117573634456,0.03278038768256366,0.11624960801674812
132,0.8753897491977972,0.03584524620681374,0.5037281440540643,0.0001866891179939194,0.9512142570198627,0.26153665990697816,-0.0668731947588624,0.09966613132392797
133,0.8764075545875945,0.035726550282335304,0.5037900354582006,0.0001881792253326891,0.9512142570198627,0.28852312242819267,-0.020527286144561993,0.09151324403526599
134,0.8779538792929414,0.035560142290977634,0.5038329480464343,0.00018825131792491378,0.9512142570198627,0.303002221983808,0.03246491690032553,0.1202507108440522
135,0.8804873285168472,0.036483299944987856,0.5038918274481394,0.00019824781632217243,1.1418652136245135,0.27710236273599614,-0.30711843174275133,0.08006718339736096
136,0.8826792840887118,0.03663039415056864,0.5039323000220881,0.00019958571975700295,1.1418652136245135,0.29075399320243006,-0.0940662785569942,0.11123972233101481
137,0.8845607704169582,0.03679733251518756,0.5039980896003746,0.00020203265718331148,1.1418652136245135,0.30269107885483704,0.055177354383416165,0.09701741528897158
138,0.886928387814278,0.037233923417693694,0.5040423327153291,0.00020579971632856992,1.1418652136245135,0.30726319871150803,0.15547702216905934,0.09349215698456886
139,0.8885984858913192,0.03703239242666115,0.5041074406120297,0.00020627474106650842,1.0068140883203451,0.29930679475022903,0.02030649969969768,0.10294678446598735
140,0.8902797078233506,0.03697714907658805,0.5041520285521351,0.0002068939989119683,1.0068140883203451,0.3044588773355781,0.14328391563974294,0.11186250770665498
141,0.8912355472567304,0.036783363919346855,0.5042144222414597,0.00020733944682027928,1.0068140883203451,0.28253781240185055,-0.03909415383337451,0.09566461227443285
142,0.8943500324984972,0.036926130556790476,0.504259642679827,0.00020900828861544508,1.0068140883203451,0.30963216720061887,0.2107561415065885,0.12087500568019567
143,0.897439554049268,0.03771881991846693,0.5043279560945281,0.00021650861568875328,0.9656940481465495,0.31244892968854016,-0.26951537981679974,0.11212805829024858
144,0.9006714720420103,0.039208311177411956,0.5043828089279722,0.00022521726989946326,0.9656940481465495,0.37264173755836216,0.3096269286873799,0.10903615164483973
145,0.9023386897905201,0.039412901165133435,0.5044529374126213,0.0002297200851461997,0.9656940481465495,0.3075990047488694,0.19061974722419717,0.10700229157619524
146,0.9046040176272013,0.04027598764193301,0.5045077061506815,0.0002398774233093297,0.9656940481465495,0.35009212369969933,-0.17777455666535544,0.10524942666475873
147,0.9062247162111672,0.040171622425725854,0.5045773652437856,0.00024109451115398748,1.0334363974805347,0.3009187303976219,0.02571450128861971,0.09773398813671508
148,0.907928449184223,0.04008121867071028,0.5046199297529258,0.0002414965695310124,1.0334363974805347,0.28430628738444147,-0.1816014543709993,0.11454039507103349
149,0.9089090428559107,0.039948371797336464,0.5046780235744722,0.00024187193120639837,1.0334363974805347,0.25362078473715166,-0.0548713136045132,0.1040256958600974
150,0.9110791042447083,0.03983181633774486,0.5047229422383213,0.00024277376843678667,1.0334363974805347,0.29030323087210613,-0.06901395318089575,0.11426059357278548
151,0.9142806258306037,0.04140700169438841,0.5047951147178323,0.0002595610752789322,1.1079538836031653,0.3169192538093789,0.1975560320593568,0.08458345753223247
152,0.9163877170649435,0.041887550544266676,0.5048435641207232,0.00026437075026357245,1.1079538836031653,0.3073060071872202,-0.10106575491156561,0.11006281335604635
153,0.9182995898426108,0.042166298601606485,0.5049137859999868,0.0002682373564583889,1.1079538836031653,0.2933812921851723,0.18756253717894114,0.09938064196187091
154,0.9204190060663098,0.042337947861833626,0.5049586406727907,0.0002690149595273061,1.1079538836031653,0.28990376015535135,0.22588432833802222,0.10235925845100105
155,0.9218982665828855,0.042228270745486726,0.5050228052942217,0.0002698834997951104,0.990453769166513,0.2698656490061064,0.047426765397845155,0.10589628363439958
156,0.9233093319129762,0.04248857956182165,0.5050679342457352,0.0002735660378498938,0.990453769166513,0.28314267810026056,-0.0016339019732044236,0.10424373654196085
157,0.9262854411910032,0.04323534873840183,0.5051407947249329,0.0002815667185760757,0.990453769166513,0.308824091460762,0.2779541783689997,0.11186197123387022
158,0.927525710142202,0.04316760153707643,0.5051916150312658,0.0002826329114504626,0.990453769166513,0.3152701790761807,0.031794338637706886,0.11326207704609187
159,0.9284723843049716,0.0430689318125676,0.5052560700686289,0.00028435783114464004,1.0354172780955786,0.26793894001312624,0.13759564363727836,0.09672903173793912
160,0.9294593038931872,0.04293562847716437,0.505298821467702,0.00028461270848307267,1.0354172780955786,0.2642383609499375,-0.07410886193388638,0.09734381062398242
161,0.9305319987262738,0.04283266901093633,0.5053673820003349,0.00028486594421997215,1.0354172780955786,0.2815771403198399,-0.04348018899579413,0.10117349024928438
162,0.9323864593765719,0.04279093492931826,0.5054172931330022,0.0002856219074384059,1.0354172780955786,0.3060719304913525,0.08721274640614746,0.1113454729555696
163,0.934386459416271,0.043467067724969326,0.5054877659440423,0.00029399888199447427,1.0244806035563572,0.29141600858276456,0.08152422897544451,0.09868734005504612
164,0.9357385953907313,0.04336152101699238,0.5055335969334741,0.0002942727011448911,1.0244806035563572,0.2816438014719214,-0.05872258622015629,0.10995050279380889
165,0.9380517267425433,0.0437008424520682,0.5056121148683175,0.00029987989205843447,1.0244806035563572,0.3213855483041148,-0.1642020993437275,0.12547487282165423
166,0.9398072808617757,0.04421407587725528,0.5056620602393311,0.0003043304568117534,1.0244806035563572,0.3073109358525764,0.23339968985752818,0.1180800854272936
167,0.9419934946841648,0.044353508322005554,0.5057463109389022,0.0003076269287803783,0.9626385112654539,0.33540544954495,0.08443659064580263,0.11198634639434953
168,0.9431103098889312,0.04435563754565311,0.5057931751639675,0.00030916317113617906,0.9626385112654539,0.279876630083795,0.07777776169083704,0.10235788576097843
169,0.9438222114536668,0.044307845837634474,0.5058522157530579,0.0003097617520023558,0.9626385112654539,0.23607909169659372,-0.11277755586883156,0.08718484150526314
170,0.9446854205901176,0.04421037972981522,0.5058938875199624,0.00031102778549537346,0.9626385112654539,0.25080576732154336,0.07547981568943155,0.09793876055064464
171,0.9463483760299884,0.04420233020900884,0.5059725434010288,0.0003133119101149767,0.9144232282170364,0.31368030914889955,-0.06835534312256569,0.12466215021257192
172,0.9472541998923043,0.04405939258502017,0.50602138580663,0.00031405523772021253,0.9144232282170364,0.2915510458461803,0.0015984058321415352,0.11018070518625413
173,0.9484747792517196,0.044007267616385834,0.5060951102530684,0.00031697941790124123,0.9144232282170364,0.2919223635928733,-0.020603139065229276,0.10627688310639083
174,0.949952663198923,0.043832764035915024,0.5061440511011397,0.0003171858020323209,0.9144232282170364,0.29132512411080486,0.042079707730310466,0.11674553676794094
175,0.9509820297976314,0.043956056090362135,0.5062100576830311,0.0003210572108976851,1.0622348890392883,0.26164382737651365,0.18228795480849005,0.0921309011857133
176,0.9524789812662086,0.04421736607532871,0.5062586107031477,0.00032437541284508793,1.0622348890392883,0.2833788830046694,-0.11318004955883336,0.09087651814786386
177,0.9532378340900652,0.04431471860357647,0.5063209041222811,0.00032814010191345834,1.0622348890392883,0.2452184557241474,-0.03616738595282415,0.08137668356456146
178,0.9544990555070821,0.04455358798086149,0.506371971481173,0.00033185964542927594,1.0622348890392883,0.2951280588485428,-0.02881819729820961,0.1070146222814045
179,0.9545630294291416,0.04411947403817406,0.5064337766527895,0.00033292624660432425,1.0685594301574697,0.24093964088374237,0.10245151355882186,0.09077858934030827
180,0.9569956859289908,0.044366791323619856,0.5064911182517517,0.0003359187232600236,1.0685594301574697,0.33324624921800816,0.1215656858155565,0.1193449429075674
181,0.9572648503235516,0.04431295802510408,0.5065630187590047,0.00033687057394691806,1.0685594301574697,0.2764451470842731,0.12867637299513088,0.09051812610901071
182,0.958939625887025,0.0444850648477888,0.5066143194409389,0.0003399197261043207,1.0685594301574697,0.29510163864957284,-0.007057331956115432,0.10519664138839073
